Age,Annual_Income,Loan_Amount,Years_Employed,Dependents,Credit_History,Risk_Flag
49,37868,35723,37,0,Yes,1
49,146812,19681,12,2,Yes,0
47,20364,45105,10,0,Yes,1
64,130893,38620,14,2,Yes,0
46,35115,47556,36,4,Yes,1
63,143980,27620,28,2,No,0
51,51668,26274,5,2,No,0
44,111238,36070,34,3,Yes,0
50,128828,15498,0,4,No,1
35,62220,12758,0,2,Yes,0
53,145191,42079,7,3,Yes,0
37,130135,5043,14,4,Yes,0
39,86957,27835,1,2,Yes,0
27,82576,10012,31,0,No,0
29,86320,37288,2,0,No,1
29,64989,24358,15,0,Yes,0
57,116950,18230,14,4,Yes,0
39,59181,18565,6,4,Yes,0
42,99599,33525,24,3,Yes,0
30,123072,40783,26,1,Yes,0
54,66978,31885,38,3,Yes,0
33,79263,40918,39,4,No,1
28,122391,20521,10,1,No,0
40,128138,41000,11,2,No,1
43,46875,22378,16,0,Yes,0
24,24681,7214,18,0,Yes,0
38,100739,26463,8,3,Yes,0
62,109787,23435,13,4,Yes,0
63,98018,19953,25,3,No,0
29,90402,9834,35,0,Yes,0
18,32612,22087,26,2,Yes,0
52,100093,18911,1,2,No,1
56,81477,40816,16,3,No,1
27,38242,46136,35,1,No,1
58,31881,9167,8,4,Yes,0
31,63625,1973,8,0,No,0
62,79119,31364,30,3,No,1
51,66940,13864,14,4,Yes,0
63,60954,43351,29,4,Yes,0
22,122542,44426,9,0,No,1
43,109670,3985,18,3,Yes,0
45,109043,8888,21,3,Yes,0
37,113361,27250,8,4,Yes,0
24,86351,5213,25,4,No,0
41,116382,6364,16,1,No,0
38,133618,22500,15,0,Yes,0
58,51996,29896,3,2,Yes,0
52,104263,29975,23,2,Yes,0
21,97078,21287,34,1,Yes,0
34,102970,42351,11,4,Yes,0
51,71364,25248,25,0,Yes,0
64,21454,39587,39,2,Yes,1
45,147743,11296,1,0,Yes,0
47,56784,45894,23,1,No,1
35,57449,39250,35,0,Yes,0
19,53276,28410,5,4,No,0
64,52076,24746,23,0,Yes,0
61,71977,37541,14,3,Yes,0
29,45103,2476,1,3,Yes,0
62,60883,11256,10,3,No,0
38,133829,3364,30,2,No,0
47,38675,17737,18,4,Yes,0
40,113826,35693,11,3,Yes,0
40,96868,33995,34,1,Yes,0
47,149664,24116,22,4,Yes,0
41,24959,10047,24,3,Yes,0
39,137026,4086,31,3,Yes,0
64,89715,34623,21,0,No,1
50,107483,45289,16,1,Yes,0
59,38066,40587,36,4,Yes,1
46,67941,19721,23,2,No,0
40,136946,45400,14,4,Yes,0
37,113575,12659,7,2,Yes,0
53,38033,31431,32,4,Yes,1
42,112035,46101,12,3,Yes,0
21,57010,48407,21,3,Yes,0
55,112026,49167,22,0,Yes,0
62,53690,41376,31,4,Yes,0
46,102824,43771,21,2,Yes,0
24,116554,7242,27,2,Yes,0
25,96860,17433,10,1,Yes,0
51,22019,49073,27,1,Yes,1
19,96960,48951,31,3,Yes,0
59,140334,29392,1,0,No,1
29,55194,40130,19,1,Yes,0
46,83853,12344,33,2,Yes,0
54,38510,29370,19,3,Yes,0
40,95179,47313,10,2,Yes,0
38,57850,32847,8,2,Yes,0
19,23881,1635,33,4,Yes,0
23,126034,9062,0,0,Yes,0
54,49410,32058,29,0,No,1
41,74649,13091,29,1,No,0
33,98047,6972,36,1,Yes,0
46,130572,48923,11,4,Yes,0
64,25192,45494,16,0,Yes,1
32,55989,25082,24,3,Yes,0
59,99417,9796,29,0,No,0
53,116622,5100,16,1,Yes,0
40,20395,29121,22,3,Yes,0
21,99036,30048,3,2,Yes,0
43,89000,45942,25,3,Yes,0
50,70697,3332,35,4,Yes,0
54,93973,44186,2,0,Yes,0
47,27338,38091,20,2,Yes,1
54,129654,36583,3,0,Yes,0
23,127443,34542,38,0,Yes,0
27,49430,49918,34,0,Yes,0
37,36059,3066,39,2,Yes,0
64,101741,17137,12,3,Yes,0
51,87384,21271,22,3,Yes,0
42,67403,25104,1,1,Yes,0
22,32598,33063,25,4,Yes,1
34,144344,34367,28,4,Yes,0
29,77263,40585,35,4,Yes,0
52,107235,43692,30,2,Yes,0
41,37131,23984,9,1,No,1
53,56725,47007,22,4,Yes,0
26,30662,26653,4,0,Yes,0
53,105220,8391,4,1,Yes,0
42,145456,43732,15,1,Yes,0
26,134699,20180,3,3,Yes,0
29,59879,32773,21,1,Yes,0
45,119074,24731,10,0,Yes,0
54,39163,34954,33,2,Yes,0
19,140881,4051,27,0,Yes,0
58,38740,38097,34,0,Yes,1
46,75372,43378,10,0,Yes,0
30,47659,32968,21,1,Yes,0
40,137827,3439,31,1,Yes,0
41,141585,8500,4,4,Yes,0
23,55059,11306,32,3,No,0
49,46015,30493,12,1,Yes,0
36,131889,44968,22,3,Yes,0
19,141026,6495,34,4,No,0
52,55843,8280,17,1,Yes,0
34,32460,40460,39,3,Yes,1
63,54609,2935,18,3,Yes,0
46,125432,20923,28,4,Yes,0
39,51644,23662,19,4,Yes,0
51,33305,36680,7,3,No,1
50,60077,48861,9,0,Yes,0
52,87009,22823,16,3,Yes,0
52,121902,8597,25,3,Yes,0
64,132133,3660,2,2,Yes,0
25,35659,8017,31,0,Yes,0
18,137744,36006,8,3,Yes,0
59,70061,29517,20,2,Yes,0
61,32516,23721,17,3,Yes,0
24,131852,32939,38,2,Yes,0
18,124429,30848,28,1,Yes,0
44,52899,49379,26,0,Yes,0
25,34123,10047,16,3,Yes,0
40,136446,38693,16,3,Yes,0
20,95017,34743,10,1,Yes,0
32,93563,37444,26,0,Yes,0
46,56860,40095,27,0,Yes,0
35,130182,23842,4,1,Yes,0
21,80522,43337,6,1,No,1
36,53414,35103,19,1,Yes,0
32,53521,35261,32,2,Yes,0
62,148479,42538,36,0,Yes,0
64,94312,33833,38,2,Yes,0
39,101574,32001,4,3,No,1
62,93551,12971,18,0,Yes,0
44,88816,29544,36,3,Yes,0
42,136047,21881,35,1,Yes,0
63,43086,42477,22,4,No,1
37,66429,45776,21,3,Yes,0
18,75735,49431,31,4,Yes,0
48,140055,16533,37,0,No,0
26,70138,16808,21,0,No,0
41,149817,3099,22,1,Yes,0
41,133197,42495,26,4,No,1
54,100840,45347,36,1,Yes,0
61,98672,22568,12,4,No,0
20,63815,23516,11,4,Yes,0
23,101678,7473,12,2,No,0
53,114088,9173,7,0,Yes,0
36,36943,36941,2,3,No,1
23,79819,49723,17,3,No,1
46,101867,11246,16,0,No,0
21,29638,35543,19,1,No,1
26,115044,33311,34,4,Yes,0
52,93398,18499,31,3,Yes,0
30,93695,18468,4,1,No,0
64,57089,10457,14,0,Yes,0
30,68704,10102,19,4,Yes,0
19,111378,22472,24,1,Yes,0
55,47258,23184,19,1,Yes,0
61,83043,22944,12,4,Yes,0
18,23065,4672,8,1,No,1
54,99180,40761,29,0,Yes,0
31,30360,20999,0,3,Yes,1
32,103749,30904,0,1,Yes,1
21,66172,10260,32,0,Yes,0
27,87321,8160,28,2,Yes,0
38,43212,22552,1,1,No,1
45,125475,42477,10,1,Yes,0
35,63336,48159,1,3,Yes,1
18,122153,39090,13,1,Yes,0
20,76387,24987,0,3,Yes,0
43,95787,24550,29,0,Yes,0
50,82969,14987,34,3,No,0
41,134420,9149,1,3,No,0
43,132918,29015,4,4,Yes,0
25,65382,45864,32,0,Yes,0
21,75032,29380,35,3,No,0
50,133151,31136,33,4,Yes,0
55,66666,18495,11,1,Yes,0
63,82389,34427,19,3,Yes,0
61,29711,47051,12,0,Yes,1
56,38706,16634,23,2,Yes,0
37,134360,13901,8,1,Yes,0
61,95174,2943,19,3,Yes,0
20,148180,36829,0,1,Yes,1
19,126294,35833,38,4,Yes,0
57,145801,42815,15,1,Yes,0
45,90233,5637,38,3,Yes,0
60,80110,40420,8,0,Yes,0
33,89306,4948,33,1,Yes,0
32,28007,19065,13,0,Yes,0
40,37601,43746,38,2,Yes,1
30,82583,28794,31,1,Yes,0
63,94289,18578,25,0,Yes,0
37,99118,30932,4,3,Yes,0
31,101551,19223,28,0,Yes,0
23,81768,17263,11,4,Yes,0
55,88099,8669,10,1,No,0
54,44686,29384,4,1,Yes,0
63,21095,40316,15,4,Yes,1
37,131022,24238,0,1,Yes,0
18,30832,49917,22,1,No,1
46,46962,32286,1,2,Yes,1
49,115326,47746,36,0,Yes,0
33,79526,10585,34,0,Yes,0
37,96772,49322,5,0,Yes,0
39,75324,44039,39,0,Yes,0
58,132013,40350,1,1,Yes,1
43,30908,48244,0,1,No,1
37,72185,38669,25,0,Yes,0
27,60731,16339,31,1,Yes,0
59,105825,36042,35,4,Yes,0
51,27248,19708,16,1,Yes,0
28,79220,38232,34,1,Yes,0
45,92723,38487,24,1,No,1
53,111207,30372,31,2,Yes,0
31,97583,7452,27,2,No,0
19,63152,25541,0,4,No,1
57,67700,40313,0,3,Yes,1
22,106120,41428,27,0,No,1
40,52683,33655,26,2,Yes,0
40,138019,25016,31,0,Yes,0
25,42426,9572,25,4,No,0
57,70547,20779,30,2,Yes,0
37,88748,14219,1,3,No,1
18,41061,28394,11,1,Yes,0
61,20496,44202,20,0,Yes,1
38,136884,45621,25,0,Yes,0
57,121489,45539,15,1,Yes,0
22,92134,7634,32,1,Yes,0
63,27470,47579,31,2,Yes,1
32,54169,2872,24,2,No,0
48,86555,1184,3,3,No,0
40,40388,31384,36,4,Yes,0
21,42099,1189,25,4,Yes,0
48,148787,7503,6,1,No,0
54,144325,35074,0,4,Yes,1
43,123187,16131,5,2,No,0
47,31055,25402,16,3,Yes,0
47,20386,24816,7,4,Yes,0
43,23307,30230,12,3,Yes,1
45,78600,26759,26,3,No,0
59,144494,42972,36,2,Yes,0
48,69334,34738,7,1,Yes,0
21,37276,17066,18,4,Yes,0
47,113566,47809,1,4,Yes,1
29,104511,10832,20,1,Yes,0
59,77609,42409,12,2,Yes,0
53,114712,47485,15,4,Yes,0
49,41946,45729,3,1,Yes,0
24,23006,24426,19,0,Yes,0
45,32755,27141,7,2,Yes,0
64,127271,9806,33,2,Yes,0
46,33690,25721,2,3,Yes,0
49,117553,13836,7,0,No,0
46,113260,26352,27,0,Yes,0
34,140403,8977,13,2,Yes,0
61,72799,18253,17,3,Yes,0
55,43880,8307,9,3,Yes,0
51,72136,40501,14,4,Yes,0
38,120871,26706,6,4,Yes,0
64,103509,32758,36,0,No,1
63,102543,19518,26,1,Yes,0
47,40169,37450,23,1,Yes,0
23,95117,47523,14,4,Yes,0
32,89310,12357,10,4,No,0
20,146372,43399,16,3,No,1
61,131391,38013,15,0,Yes,0
23,132350,11932,20,4,Yes,0
25,88535,39230,0,4,No,1
37,137343,13328,16,3,No,0
64,118633,24032,22,2,Yes,0
25,38030,3380,18,2,Yes,0
58,28163,49522,29,2,No,1
33,41329,23880,21,0,Yes,0
45,82103,14264,18,4,Yes,0
25,75184,22021,6,2,Yes,0
19,85548,38693,19,4,Yes,0
40,133855,42164,10,3,Yes,0
35,122208,7086,34,1,No,0
60,34855,40097,33,4,Yes,1
62,79486,16640,23,4,No,0
49,22693,19040,38,2,Yes,0
19,98692,34339,17,4,Yes,0
58,120854,37775,29,2,No,1
60,83688,13996,2,0,Yes,0
30,93844,45644,16,0,Yes,0
43,41784,25459,13,3,Yes,0
56,20386,14003,12,0,No,1
56,143152,27315,38,3,Yes,0
60,72576,2535,25,4,Yes,0
39,117540,32238,24,0,Yes,0
20,87850,25357,19,0,Yes,0
25,114897,30487,20,0,No,1
54,137540,30350,18,2,Yes,0
47,95667,4608,36,4,Yes,0
22,79648,38262,15,0,Yes,0
54,38452,42019,26,0,Yes,1
54,72927,44023,4,4,Yes,0
53,117631,29285,30,3,Yes,0
21,117091,30466,11,0,Yes,0
35,87438,4571,2,2,Yes,0
62,103456,30805,19,0,Yes,0
33,104821,20504,24,3,Yes,0
64,37718,25244,26,2,Yes,0
45,100602,10524,13,2,Yes,0
31,118315,29082,24,3,No,0
42,97924,25853,10,4,Yes,0
42,77016,39769,27,3,Yes,0
40,42694,40132,38,2,Yes,0
44,108919,19021,27,3,No,0
40,24261,45296,31,0,Yes,1
56,146302,3661,5,1,Yes,0
23,124887,6017,9,2,Yes,0
64,59159,47019,15,2,Yes,0
44,47892,11768,36,1,No,0
23,97850,49776,35,1,Yes,0
34,101098,9583,28,3,Yes,0
36,57851,15947,19,3,No,0
37,28382,21642,24,2,Yes,0
59,143250,34632,6,3,Yes,0
42,124741,37809,15,4,No,1
50,139006,2726,1,1,Yes,0
59,27851,16223,36,4,Yes,0
35,66566,10684,25,1,Yes,0
43,148381,28702,28,0,Yes,0
56,69167,26412,9,3,Yes,0
25,71331,44881,10,0,Yes,0
58,121334,46134,5,4,Yes,0
25,127850,39686,35,3,Yes,0
23,117798,4325,39,0,Yes,0
29,126924,10329,12,3,Yes,0
41,82906,26379,21,2,Yes,0
38,136775,21371,25,0,Yes,0
40,84385,13363,33,2,Yes,0
22,87638,26367,21,2,Yes,0
52,110995,27469,25,4,No,0
27,67003,23920,31,0,Yes,0
20,55178,7035,1,1,Yes,0
19,101578,29901,39,4,Yes,0
26,46296,37069,32,2,Yes,0
19,33795,40244,0,0,Yes,1
41,52735,25812,28,3,Yes,0
44,104153,46579,2,1,Yes,0
48,76697,48719,6,2,No,1
28,83087,8702,36,4,Yes,0
22,146794,18848,19,3,No,0
29,108087,44801,29,0,No,1
59,112416,11731,22,2,Yes,0
51,29879,34485,28,3,Yes,1
64,106038,5318,9,4,Yes,0
30,123153,41736,26,0,Yes,0
43,116805,38078,8,0,Yes,0
63,88659,22653,38,4,Yes,0
60,31991,45023,11,3,No,1
31,37197,40865,36,3,Yes,1
52,121611,43640,1,3,Yes,1
53,75184,48996,34,2,Yes,0
18,104124,41720,13,2,No,1
36,67800,31320,36,0,Yes,0
44,25378,10651,37,3,Yes,0
39,78268,16627,27,0,No,0
31,86095,18015,31,2,No,0
51,46909,44010,1,1,Yes,1
53,89996,26028,0,4,No,1
61,47115,11349,10,4,Yes,0
20,64420,14479,16,1,Yes,0
35,149368,9793,28,1,Yes,0
53,24111,20237,8,0,Yes,0
32,105186,41194,18,4,Yes,0
63,86126,2205,13,2,Yes,0
32,112889,24279,24,2,No,0
41,142700,46952,28,4,No,1
29,65213,2460,39,3,Yes,0
55,64845,27015,12,0,No,0
61,83165,11387,22,1,Yes,0
34,93346,38203,14,0,Yes,0
54,57550,13128,29,1,Yes,0
35,24695,25312,15,0,No,1
64,60088,34853,17,3,Yes,0
25,148053,3263,37,0,Yes,0
21,34193,29775,32,4,No,1
63,39362,29904,34,1,No,1
28,34588,26575,13,3,No,1
60,66732,47176,33,1,No,1
22,56622,21264,13,4,Yes,0
33,44853,6397,28,2,Yes,0
46,117630,27272,4,2,Yes,0
59,36007,32734,29,1,Yes,1
56,38781,40624,11,1,Yes,1
63,69063,5321,17,4,Yes,0
56,109451,4616,14,2,Yes,0
34,89110,31557,15,1,Yes,0
57,85020,17350,31,1,Yes,0
28,107985,27022,22,1,Yes,0
35,30707,18865,26,2,Yes,0
38,85139,14212,27,1,Yes,0
43,124997,32786,38,4,Yes,0
62,30633,46471,23,1,Yes,1
39,134579,43591,8,1,Yes,0
55,80167,38840,13,3,No,1
58,44686,14678,15,1,No,0
56,76131,25952,21,2,Yes,0
62,66156,3040,36,4,Yes,0
59,109340,40278,19,1,Yes,0
35,81248,20351,17,0,Yes,0
24,109846,8583,26,0,Yes,0
53,115603,1885,26,3,Yes,0
43,114711,3598,27,4,Yes,0
64,23932,44632,4,3,Yes,1
34,52543,30639,36,3,Yes,0
48,54579,17080,19,1,Yes,0
57,76531,13039,21,0,Yes,0
60,89669,35977,2,3,Yes,0
46,115065,9183,35,3,Yes,0
23,38477,44790,32,4,No,1
45,128750,43357,25,1,Yes,0
59,128421,32716,2,0,Yes,0
64,126960,8004,0,0,Yes,0
25,48876,16721,32,4,Yes,0
34,106785,13504,35,3,Yes,0
36,92258,22009,35,4,Yes,0
40,24383,15819,32,4,Yes,0
18,146951,39751,34,1,Yes,0
30,146204,35189,7,1,Yes,0
30,105548,46097,20,3,Yes,0
59,81344,18711,6,4,Yes,0
60,54019,49693,37,3,Yes,0
38,44230,48069,34,2,Yes,0
46,116434,43817,17,0,Yes,0
40,97734,36196,14,4,Yes,0
64,83394,39101,9,3,Yes,0
52,97670,22400,22,0,No,0
53,45874,35263,21,1,No,1
37,24861,37281,9,0,No,1
20,105149,24340,0,1,Yes,0
50,127292,21195,31,4,Yes,0
28,97593,27378,5,0,Yes,0
41,128132,13663,30,2,Yes,0
32,140533,36732,9,3,Yes,0
37,109590,22021,3,4,Yes,0
45,128611,4907,32,1,No,0
43,138998,14138,6,2,Yes,0
30,142258,31209,13,0,Yes,0
61,97112,5954,6,0,Yes,0
64,141668,3737,26,3,Yes,0
63,72499,12557,26,4,No,0
46,131215,2264,11,4,Yes,0
36,40977,33175,21,1,No,1
20,140061,15418,7,2,Yes,0
29,140675,29103,27,2,Yes,0
45,140787,31706,19,2,Yes,0
62,128933,2262,16,0,Yes,0
64,70192,43325,30,4,No,0
60,109882,45085,39,0,Yes,0
45,93062,47636,24,3,Yes,0
36,90658,38069,27,4,No,1
45,26791,25935,21,0,Yes,0
33,129407,19447,27,1,Yes,0
20,102579,25873,8,1,No,0
56,25681,12252,3,1,No,1
19,123189,47474,38,3,Yes,0
40,25008,33625,35,3,Yes,1
64,149338,32965,18,0,No,1
25,132175,34921,14,4,No,1
58,131572,9645,25,4,Yes,0
36,95955,14341,2,3,Yes,0
57,66009,28268,12,2,No,0
61,117317,24531,16,0,Yes,0
27,49318,17012,7,1,Yes,0
37,45298,33217,32,1,Yes,0
31,109493,13674,29,1,Yes,0
36,69855,2187,25,1,Yes,0
29,73911,18044,23,1,Yes,0
58,109328,16565,37,0,No,0
18,26066,5789,11,1,Yes,0
26,75381,23578,5,1,Yes,0
28,89918,3151,4,0,Yes,0
19,74499,42113,25,3,Yes,0
57,122535,38372,3,4,Yes,0
54,54157,33276,27,4,No,1
52,47713,22832,1,2,Yes,0
45,148515,35477,39,3,Yes,0
58,37634,14580,1,2,Yes,1
23,146644,15328,32,3,No,0
50,120819,42936,36,0,Yes,0
50,124582,2821,25,0,Yes,0
28,106332,18361,38,2,Yes,0
29,52400,21221,8,3,Yes,0
20,40448,32818,22,0,Yes,0
39,74816,48656,22,0,No,1
37,76125,13930,13,2,Yes,0
28,136903,11114,0,4,Yes,0
30,34901,26215,1,1,Yes,1
45,61400,48833,9,0,Yes,0
25,102104,43141,8,2,Yes,0
30,91835,2017,12,4,Yes,0
46,113948,45097,34,1,Yes,0
63,20671,20763,31,2,No,1
35,79052,9916,10,3,Yes,0
59,27436,40069,28,3,Yes,1
40,44789,15437,25,1,Yes,0
33,106978,2552,34,2,No,0
47,78326,9300,39,2,Yes,0
54,116894,40952,22,2,Yes,0
54,59023,39017,34,4,No,1
30,31564,26360,16,4,Yes,0
61,69322,16624,26,1,No,0
29,24478,6566,1,3,Yes,1
22,106426,5652,11,4,Yes,0
28,148311,29085,25,0,Yes,0
36,65344,24886,19,4,Yes,0
63,37950,33299,6,0,Yes,1
54,137374,43448,26,4,Yes,0
62,147385,1256,14,4,Yes,0
37,32196,47538,12,3,Yes,1
42,20865,37989,14,1,No,1
33,92498,11058,28,2,No,0
43,122120,4465,17,0,Yes,0
46,31545,3860,26,4,No,1
30,32521,1415,28,1,Yes,0
64,105177,11988,22,2,Yes,0
49,93914,49905,4,2,Yes,0
54,28512,44287,5,2,Yes,1
22,47007,13401,25,2,Yes,0
19,49992,29994,30,0,Yes,0
40,58805,16352,9,0,Yes,0
37,138171,13382,34,2,Yes,0
55,63626,3699,33,1,Yes,0
19,95012,41824,18,2,Yes,0
36,56787,36546,7,2,Yes,0
25,131484,4641,22,1,No,0
19,63773,31460,6,0,No,1
62,33454,16378,34,4,No,1
46,86266,42401,4,4,Yes,0
34,139952,30415,6,1,Yes,0
35,89070,46939,13,3,No,1
61,124587,15979,2,2,Yes,0
35,106269,26645,15,4,No,0
32,127631,32957,28,1,Yes,0
31,22552,17533,17,2,Yes,0
18,46925,15610,28,1,Yes,0
26,137181,40314,10,1,Yes,0
21,69272,27301,0,4,Yes,0
20,142611,30610,19,2,Yes,0
38,147309,5302,20,3,Yes,0
61,84947,18934,6,1,No,0
54,33536,34622,37,4,Yes,1
19,133828,4817,23,3,Yes,0
21,75983,18540,38,4,No,0
56,83867,3831,26,0,Yes,0
58,121746,42232,11,0,Yes,0
20,145512,35709,15,2,Yes,0
33,122903,36958,38,2,Yes,0
30,54206,17868,30,1,Yes,0
21,134547,16493,20,4,Yes,0
49,29797,7096,20,3,Yes,0
51,69349,1168,37,4,Yes,0
43,49873,48387,19,1,Yes,0
49,106310,2906,22,2,No,0
30,66053,26931,10,1,Yes,0
31,117676,17665,37,2,No,0
42,54129,39787,14,2,No,1
39,56080,28176,1,4,No,1
22,97518,22815,28,2,Yes,0
29,132200,36885,23,1,Yes,0
59,122157,48547,26,1,Yes,0
21,149728,21872,31,3,Yes,0
30,84600,17667,9,2,Yes,0
19,55764,36618,26,4,No,1
44,34037,18696,25,0,Yes,0
28,50436,18111,28,1,Yes,0
43,105674,39570,36,0,No,1
34,50177,12123,39,2,No,0
38,47002,18558,23,4,Yes,0
55,75479,31847,23,2,Yes,0
27,48182,34700,6,2,Yes,0
61,145170,33480,38,0,Yes,0
42,131588,23119,15,4,Yes,0
49,131649,46703,26,0,Yes,0
61,137353,26568,20,2,Yes,0
38,74462,23597,33,3,Yes,0
41,138671,30807,10,3,Yes,0
61,56355,32241,14,4,Yes,0
57,58247,29003,12,1,Yes,0
44,57085,30418,2,4,Yes,0
44,121145,22663,17,1,No,0
45,105642,15332,23,2,No,0
29,72509,46491,38,4,No,1
58,145772,46635,11,1,Yes,0
42,60799,32547,28,4,Yes,0
29,82059,41875,33,2,Yes,0
25,82471,47828,7,2,Yes,0
31,58712,48972,13,2,Yes,0
60,62215,39196,7,1,Yes,0
42,93469,43801,37,4,Yes,0
22,98930,20147,25,1,Yes,0
25,58197,40018,3,4,Yes,0
37,94062,2665,26,0,Yes,0
26,68348,31509,13,4,Yes,0
64,62607,30441,12,4,Yes,0
43,61992,44847,23,3,Yes,0
30,92499,3067,20,3,Yes,0
61,25543,37433,22,3,No,1
55,38366,10142,18,0,Yes,0
23,144121,12628,30,3,Yes,0
60,43772,11321,1,2,Yes,0
61,117805,27461,21,1,Yes,0
42,36087,39930,17,2,No,1
21,33672,46798,15,4,Yes,1
25,45475,49391,15,0,Yes,0
57,47584,18868,25,0,Yes,0
61,41038,9912,23,1,No,0
34,33665,1057,30,3,Yes,0
42,36352,18918,22,2,Yes,0
24,83593,16573,10,1,Yes,0
19,147378,35121,32,2,Yes,0
32,102297,21180,31,4,No,0
24,30411,26407,23,2,No,1
35,24263,31374,23,2,No,1
36,92725,25475,6,3,No,0
34,52175,48119,10,0,Yes,0
20,93511,10630,15,1,Yes,0
33,57814,35348,31,2,Yes,0
62,145373,21842,12,2,Yes,0
60,108534,12170,7,1,Yes,0
18,121490,35140,2,3,Yes,0
18,36673,16212,5,0,Yes,0
51,29984,10741,32,2,Yes,0
62,115428,27694,28,0,Yes,0
41,58669,42010,23,1,Yes,0
57,72802,3794,12,1,Yes,0
30,102055,10322,22,4,No,0
44,134002,2735,26,2,No,0
58,142024,13698,22,0,Yes,0
42,69492,36094,21,2,Yes,0
27,37215,48553,24,2,Yes,1
34,39797,16784,12,3,Yes,0
45,125623,44487,15,2,Yes,0
62,106590,27267,27,3,Yes,0
37,21695,26906,9,0,No,1
50,39014,4237,36,4,Yes,0
54,128500,46930,15,3,Yes,0
50,94489,48715,39,1,No,1
61,58698,16120,14,4,Yes,0
46,138903,15601,31,0,Yes,0
50,35003,17375,0,2,Yes,1
43,87261,46502,5,2,No,0
29,103512,5158,23,1,Yes,0
38,34179,40741,36,4,Yes,1
41,72268,48771,13,4,Yes,0
19,45854,26397,26,0,Yes,0
36,74933,37727,26,2,Yes,0
38,141162,27809,28,3,Yes,0
41,63874,13651,7,2,Yes,0
50,102747,25409,28,4,Yes,0
51,142666,44560,9,1,Yes,0
26,146888,10916,18,0,Yes,0
19,47610,41670,38,3,Yes,0
59,70075,16973,31,4,Yes,0
47,121838,41605,28,2,Yes,0
27,97169,25289,22,2,Yes,0
37,65986,9079,28,1,No,0
47,135557,33277,29,3,Yes,0
24,29745,37019,28,1,Yes,1
40,55613,48521,36,4,Yes,0
60,136625,2908,8,0,Yes,0
27,98414,8868,15,0,Yes,0
63,56331,44827,20,4,Yes,0
36,99082,42394,38,3,No,1
59,90114,36779,6,1,No,1
56,49696,12735,22,2,No,0
44,47426,41849,12,1,Yes,0
37,113063,34598,38,1,No,1
40,116188,35060,30,0,No,1
40,86249,37484,8,4,Yes,0
37,110555,36436,30,2,No,0
59,107667,48009,11,0,Yes,0
43,131153,2037,37,0,Yes,0
48,135137,30408,22,0,Yes,0
47,69104,22803,26,2,Yes,0
23,141139,7505,39,3,No,0
41,146344,2002,36,1,Yes,0
40,149379,27028,37,1,Yes,0
53,57305,15118,3,2,Yes,0
19,45557,30442,6,3,No,1
40,75043,21432,17,1,Yes,0
54,128220,40219,12,3,Yes,0
55,65950,37645,29,3,Yes,0
24,63473,4240,29,3,Yes,0
52,102542,32181,27,0,Yes,0
34,42228,16583,4,1,Yes,0
36,27274,32950,32,0,No,1
52,140895,28260,13,3,Yes,0
18,62637,41121,4,0,Yes,0
32,40156,35062,38,1,Yes,0
51,41605,28018,2,4,Yes,0
30,36254,26382,31,2,Yes,0
46,122653,16221,18,3,Yes,0
22,137932,11139,8,0,Yes,0
49,136580,9198,22,0,Yes,0
50,117095,24157,26,4,Yes,0
50,130799,17551,13,2,Yes,0
46,44647,31405,5,0,Yes,0
56,118375,38944,30,4,Yes,0
39,85592,6119,32,0,Yes,0
48,112943,46630,9,1,Yes,0
26,99251,19212,36,0,Yes,0
48,123069,48280,30,3,Yes,0
35,138211,15201,25,3,No,0
39,135308,11769,8,1,Yes,0
49,45185,31623,19,1,Yes,0
52,48797,23443,13,3,Yes,0
46,149014,34617,23,0,Yes,0
50,41134,32545,5,2,No,1
33,20493,29688,22,2,Yes,0
42,50628,2607,6,1,Yes,0
42,100618,46693,28,4,No,1
31,134696,5122,24,0,No,0
52,69725,6614,26,3,Yes,0
43,79184,33575,36,2,No,1
51,123027,45016,11,3,Yes,0
32,34260,48594,4,2,Yes,1
29,42540,33132,27,1,Yes,0
30,125899,3288,11,2,No,0
45,79577,28728,10,0,Yes,0
62,41711,25740,36,0,Yes,0
18,132121,8804,33,1,Yes,0
23,30391,14227,38,1,Yes,0
57,140456,34201,2,4,Yes,0
43,23052,24519,31,3,Yes,0
41,103583,31162,30,3,Yes,0
41,141527,45846,11,4,Yes,0
29,88344,21812,35,4,Yes,0
40,147441,16193,16,4,Yes,0
55,95893,49514,20,4,Yes,0
54,69306,17057,21,0,Yes,0
42,129129,23135,7,0,Yes,0
63,93143,5154,3,4,Yes,0
24,83379,31284,4,3,No,1
18,89358,8806,7,4,Yes,0
22,50614,46200,11,4,Yes,0
25,103768,7647,33,0,Yes,0
39,79353,10151,36,1,Yes,0
55,49672,23286,13,4,No,0
30,68282,5626,32,3,No,0
52,46148,48758,3,1,Yes,0
47,125231,21995,17,0,Yes,0
32,90649,17500,9,4,No,0
30,37529,42249,29,1,Yes,1
33,42391,12273,18,3,Yes,0
46,104612,14031,7,4,Yes,0
59,59433,19406,35,3,Yes,0
29,94391,25119,19,0,Yes,0
54,44331,7299,8,3,Yes,0
47,110726,31676,36,0,No,1
35,134234,24324,8,0,Yes,0
57,55053,23369,6,0,Yes,0
61,138248,32857,11,4,Yes,0
37,37769,31345,10,2,Yes,1
25,32985,38893,6,3,Yes,1
18,71042,46890,29,3,Yes,0
62,130190,47904,21,0,Yes,0
